text,department,section,priority,time_bucket
Kindly need relay room maintenance on the Mathura-Agra stretch next thursday early morning,st,MTJ-AGC,medium,early_morning
Kindly plan OHE inspection on the Bhopal-Itarsi stretch in a week,trd,BPL-ET,medium,unspecified
"schedule a 4h rail joint repair next saturday during the evening on Prayagraj section, critical",engg,CNB-ALD,critical,evening
need point machine repair on Mathura to Agra overnight,st,MTJ-AGC,medium,night
"signal failure attention on the Pandit Deen Dayal Upadhyaya Jn section , an emergency a 3h next saturday",st,ALD-MGS,critical,unspecified
Requesting to schedule a 3h feeder cable maintenance during the evening on AGC-CNB,trd,AGC-CNB,medium,evening
"We need to a 3h block instrument check on Kanpur Central section tomorrow in the afternoon, urgent",st,AGC-CNB,critical,afternoon
Top priority rail fracture repair required near near Kanpur next wednesday at night,engg,CNB-ALD,critical,night
"Please plan optical fiber repair on near Bhopal during the evening this weekend, immediately",st,BPL-ET,critical,evening
"telecom cable repair on BPL-ET overnight , low priority a quick next friday",st,BPL-ET,low,night
Whenever convenient OHE snag rectification required near the Pandit Deen Dayal Upadhyaya Jn section next monday,trd,ALD-MGS,low,unspecified
"Please plan bridge inspection on near Bhopal in the afternoon next wednesday, routine",engg,BPL-ET,low,afternoon
"Can you schedule a 1h feeder cable maintenance on AGC-CNB in 3 days in the morning, important",trd,AGC-CNB,high,morning
"Can you schedule schedule a 2h rail grinding next saturday before dawn on MTJ-AGC, minor",engg,MTJ-AGC,low,early_morning
signal cable inspection on Bhopal to Itarsi a quick next wednesday,st,BPL-ET,medium,unspecified
"Please need level crossing signal check on New Delhi to Mathura next saturday in the midnight window, top priority",st,NDLS-MTJ,critical,night
"overhead line repair on the Agra-Kanpur stretch late at night , priority a 2h in a week",trd,AGC-CNB,high,night
axle counter testing required near Itarsi section in a week in the pre-dawn hours,st,BPL-ET,medium,early_morning
"optical fiber repair on NDLS-MTJ early morning , important a 2h today",st,NDLS-MTJ,high,early_morning
"Can you schedule plan bridge inspection on Agra Cantt section during the evening in 3 days, urgent",engg,MTJ-AGC,critical,evening
Requesting to need track circuit fault on the Agra-Kanpur stretch day after tomorrow during the morning,engg,AGC-CNB,medium,morning
"a 2h telecom cable repair on Bhopal to Itarsi day after tomorrow, as soon as possible",st,BPL-ET,high,unspecified
Can you schedule a 1h traction substation check on the Bhopal-Itarsi stretch next wednesday before dawn,trd,BPL-ET,medium,early_morning
High priority traction motor check required near MTJ-AGC next wednesday,trd,MTJ-AGC,high,unspecified
Please schedule a 4h pantograph inspection next tuesday overnight on the Delhi-Mathura corridor,trd,NDLS-MTJ,medium,night
"rail fracture repair on the Agra-Kanpur stretch day after tomorrow before dawn, important",engg,AGC-CNB,high,early_morning
Priority rail welding repair required near the Mathura-Agra stretch late at night,engg,MTJ-AGC,high,night
"Can you schedule schedule relay room maintenance next tuesday on CNB-ALD, immediately",st,CNB-ALD,critical,unspecified
Requesting to a 2 hour signal cable inspection on the Mathura-Agra stretch next saturday during the afternoon,st,MTJ-AGC,medium,afternoon
Low priority overhead line repair required near MTJ-AGC next thursday overnight,trd,MTJ-AGC,low,night
"Requesting to schedule a 1h OHE inspection in the afternoon on near Bhopal, asap",trd,BPL-ET,critical,afternoon
"plan block section telephone repair on near Agra during the evening next wednesday, minor",st,AGC-CNB,low,evening
Kindly plan traction substation check on CNB-ALD in the evening next tuesday,trd,CNB-ALD,medium,evening
"Requesting to a quick deep screening on Itarsi section next monday in the morning, critical",engg,BPL-ET,critical,morning
"schedule a 3h power supply inspection next thursday overnight on CNB-ALD, asap",trd,CNB-ALD,critical,night
"need level crossing signal check on the Mathura-Agra stretch day after tomorrow in the midnight window, whenever convenient",st,MTJ-AGC,low,night
"schedule a quick rail fracture repair next tuesday in the morning on Allahabad to Mughalsarai, low priority",engg,ALD-MGS,low,morning
"Kindly plan rail fracture repair on the Kanpur-Prayagraj stretch next monday, asap",engg,CNB-ALD,critical,unspecified
"Kindly schedule a 3h ballast renewal in 3 days in the evening on Allahabad to Mughalsarai, as soon as possible",engg,ALD-MGS,high,evening
"Kindly a quick auto tensioning device check on ALD-MGS tomorrow during the morning, immediately",trd,ALD-MGS,critical,morning
"a 2h block instrument check on near Agra this weekend in the pre-dawn hours, non-urgent",st,AGC-CNB,low,early_morning
"plan track patrolling on near New Delhi in the pre-dawn hours tomorrow, urgent",engg,NDLS-MTJ,critical,early_morning
Non-urgent telecom cable repair required near the Prayagraj-Mughalsarai stretch tomorrow in the evening,st,ALD-MGS,low,evening
Routine rail welding repair required near CNB-ALD next monday early morning,engg,CNB-ALD,low,early_morning
Critical formation strengthening required near near Prayagraj during the morning,engg,ALD-MGS,critical,morning
Kindly a 3h level crossing signal check on the Mathura-Agra stretch next tuesday before dawn,st,MTJ-AGC,medium,early_morning
"Please need circuit breaker testing on Prayagraj section next tuesday at night, whenever convenient",trd,CNB-ALD,low,night
"schedule a 1h signal circuit testing in 3 days in the midnight window on the Bhopal-Itarsi stretch, low priority",st,BPL-ET,low,night
"Kindly a quick ballast renewal on the Agra-Kanpur stretch day after tomorrow during the morning, whenever convenient",engg,AGC-CNB,low,morning
"Please a quick rail grinding on near Prayagraj this weekend during the morning, asap",engg,ALD-MGS,critical,morning
"We need to plan traction substation check on Kanpur Central section in the morning next wednesday, an emergency",trd,AGC-CNB,critical,morning
"We need to plan traction motor check on near Prayagraj at night today, whenever convenient",trd,ALD-MGS,low,night
We need to schedule a 2h signal cable inspection next tuesday on Kanpur Central section,st,AGC-CNB,medium,unspecified
"Kindly need power supply inspection on Kanpur to Allahabad day after tomorrow, priority",trd,CNB-ALD,high,unspecified
"Can you schedule need OHE inspection on the Mathura-Agra stretch next saturday during the evening, asap",trd,MTJ-AGC,critical,evening
Non-urgent overhead line repair required near Ghaziabad section in a week,trd,NDLS-MTJ,low,unspecified
Non-urgent track tamping required near Allahabad to Mughalsarai next friday in the afternoon,engg,ALD-MGS,low,afternoon
"We need to schedule a 3h relay room maintenance next friday on near Prayagraj, routine",st,ALD-MGS,low,unspecified
"Please need axle counter testing on Prayagraj section at night, priority",st,CNB-ALD,high,night
"We need to plan ballast renewal on the Prayagraj-Mughalsarai stretch in the pre-dawn hours in 3 days, low priority",engg,ALD-MGS,low,early_morning
"schedule a 1h catenary wire repair in 3 days in the pre-dawn hours on Agra to Kanpur, important",trd,AGC-CNB,high,early_morning
Requesting to a 2 hour deep screening on Allahabad to Mughalsarai in 3 days in the afternoon,engg,ALD-MGS,medium,afternoon
"Please need optical fiber repair on Agra to Kanpur next saturday during the evening, immediately",st,AGC-CNB,critical,evening
As soon as possible level crossing signal check required near near Kanpur next thursday late at night,st,CNB-ALD,high,night
"We need to need auto tensioning device check on NDLS-MTJ day after tomorrow during the morning, minor",trd,NDLS-MTJ,low,morning
"Please plan rail fracture repair on the Delhi-Mathura corridor before dawn next monday, an emergency",engg,NDLS-MTJ,critical,early_morning
Minor bridge inspection required near Agra Cantt section next monday before dawn,engg,MTJ-AGC,low,early_morning
"schedule a 1h auto tensioning device check next saturday in the afternoon on the Kanpur-Prayagraj stretch, non-urgent",trd,CNB-ALD,low,afternoon
"power supply inspection on Mathura to Agra in the midnight window , critical",trd,MTJ-AGC,critical,night
"We need to schedule a 3h level crossing signal check next friday during the evening on Prayagraj section, important",st,CNB-ALD,high,evening
Please plan circuit breaker testing on MTJ-AGC during the morning in 3 days,trd,MTJ-AGC,medium,morning
"Please schedule rail welding repair next tuesday in the morning on the Bhopal-Itarsi stretch, minor",engg,BPL-ET,low,morning
"Requesting to sleeper replacement on the Prayagraj-Mughalsarai stretch next monday at night, immediately",engg,ALD-MGS,critical,night
sleeper replacement on near Kanpur early morning a 4h tonight,engg,CNB-ALD,medium,early_morning
"We need to need OHE wire tensioning on NDLS-MTJ day after tomorrow during the morning, minor",trd,NDLS-MTJ,low,morning
"We need to need circuit breaker testing on Allahabad to Mughalsarai next tuesday during the morning, urgent",trd,ALD-MGS,critical,morning
Please a 2h traction transformer check on NDLS-MTJ day after tomorrow during the afternoon,trd,NDLS-MTJ,medium,afternoon
"Can you schedule schedule a 4h track circuit fault day after tomorrow during the evening on Itarsi section, immediately",engg,BPL-ET,critical,evening
"We need to plan track inspection on near Prayagraj in the pre-dawn hours next thursday, low priority",engg,ALD-MGS,low,early_morning
"Please schedule a 3h OHE wire tensioning next wednesday during the morning on Ghaziabad section, urgent",trd,NDLS-MTJ,critical,morning
We need to a 4h track geometry check on CNB-ALD next friday in the evening,engg,CNB-ALD,medium,evening
"bridge inspection on New Delhi-Ghaziabad stretch during the afternoon , asap a quick next friday",engg,NDLS-MTJ,critical,afternoon
Can you schedule schedule track inspection in the evening on Allahabad to Mughalsarai,engg,ALD-MGS,medium,evening
"We need to a 3h traction transformer check on near Bhopal tonight in the pre-dawn hours, important",trd,BPL-ET,high,early_morning
"Kindly plan optical fiber repair on Bhopal to Itarsi in the morning next friday, non-urgent",st,BPL-ET,low,morning
"need traction motor check on AGC-CNB next saturday in the pre-dawn hours, immediately",trd,AGC-CNB,critical,early_morning
Please need catenary wire repair on Ghaziabad section in 3 days in the morning,trd,NDLS-MTJ,medium,morning
"plan OHE snag rectification on Kanpur to Allahabad in the afternoon next monday, low priority",trd,CNB-ALD,low,afternoon
"feeder cable maintenance on BPL-ET , as soon as possible a 2 hour this weekend",trd,BPL-ET,high,unspecified
"route relay interlocking check on Prayagraj section in the morning , as soon as possible a 2h next saturday",st,CNB-ALD,high,morning
"We need to need block section telephone repair on the Agra-Kanpur stretch next friday in the afternoon, non-urgent",st,AGC-CNB,low,afternoon
Can you schedule plan interlocking check on Kanpur Central section in the evening in a week,st,AGC-CNB,medium,evening
Top priority broken rail repair required near near Mathura day after tomorrow in the morning,engg,MTJ-AGC,critical,morning
"rail joint repair on New Delhi-Ghaziabad stretch in the morning , asap next friday",engg,NDLS-MTJ,critical,morning
"relay room maintenance on Agra Cantt section in the morning , low priority a 2 hour next tuesday",st,MTJ-AGC,low,morning
"Please a 3h ballast renewal on near Agra in 3 days before dawn, high priority",engg,AGC-CNB,high,early_morning
Please a 2 hour OHE snag rectification on New Delhi-Ghaziabad stretch tonight overnight,trd,NDLS-MTJ,medium,night
Priority traction substation check required near Kanpur to Allahabad day after tomorrow in the morning,trd,CNB-ALD,high,morning
"Please schedule a quick OHE snag rectification next friday in the morning on NDLS-MTJ, asap",trd,NDLS-MTJ,critical,morning
"Requesting to schedule a 3h optical fiber repair next friday early morning on near Prayagraj, minor",st,ALD-MGS,low,early_morning
"need OHE snag rectification on the Agra-Kanpur stretch in 3 days, whenever convenient",trd,AGC-CNB,low,unspecified
"track circuit fault on ALD-MGS in the afternoon , important a 2h this weekend",engg,ALD-MGS,high,afternoon
"plan track geometry check on AGC-CNB early morning next friday, top priority",engg,AGC-CNB,critical,early_morning
"Requesting to need track patrolling on BPL-ET today during the afternoon, minor",engg,BPL-ET,low,afternoon
"Requesting to a 2h point machine repair on the Kanpur-Prayagraj stretch next monday, low priority",st,CNB-ALD,low,unspecified
"pantograph inspection on Mathura to Agra during the evening , immediately a 1h next friday",trd,MTJ-AGC,critical,evening
"Kindly schedule a 1h OHE inspection next friday in the morning on Itarsi section, minor",trd,BPL-ET,low,morning
"Requesting to plan power supply inspection on the Kanpur-Prayagraj stretch in the morning this weekend, an emergency",trd,CNB-ALD,critical,morning
"Please schedule a 2 hour broken rail repair next monday in the evening on near Bhopal, priority",engg,BPL-ET,high,evening
"traction substation check on Mathura to Agra before dawn , immediately a 1h next monday",trd,MTJ-AGC,critical,early_morning
"We need to need track inspection on Mathura to Agra tonight late at night, minor",engg,MTJ-AGC,low,night
Please schedule rail joint repair tonight on the Prayagraj-Mughalsarai stretch,engg,ALD-MGS,medium,unspecified
"Kindly a 1h signal maintenance on AGC-CNB in a week early morning, routine",st,AGC-CNB,low,early_morning
Can you schedule need rail welding repair on BPL-ET during the morning,engg,BPL-ET,medium,morning
"Kindly a 2 hour traction transformer check on near New Delhi next monday, important",trd,NDLS-MTJ,high,unspecified
Can you schedule a 1h deep screening on Allahabad to Mughalsarai next monday late at night,engg,ALD-MGS,medium,night
"signal failure attention on ALD-MGS , critical a 2h",st,ALD-MGS,critical,unspecified
track patrolling required near near Bhopal today during the evening,engg,BPL-ET,medium,evening
"Requesting to schedule a 4h telecom cable repair next thursday early morning on CNB-ALD, whenever convenient",st,CNB-ALD,low,early_morning
"signal cable inspection on MTJ-AGC , routine a quick tonight",st,MTJ-AGC,low,unspecified
Low priority auto tensioning device check required near near Prayagraj in the morning,trd,ALD-MGS,low,morning
interlocking check required near AGC-CNB next friday overnight,st,AGC-CNB,medium,night
"OHE snag rectification on Kanpur Central section overnight , whenever convenient a 4h tomorrow",trd,AGC-CNB,low,night
"signal maintenance on ALD-MGS at night , urgent a quick day after tomorrow",st,ALD-MGS,critical,night
"Please a 3h track circuit fault on New Delhi-Ghaziabad stretch next thursday in the afternoon, important",engg,NDLS-MTJ,high,afternoon
"signal failure attention on CNB-ALD in the evening , low priority a 3h next tuesday",st,CNB-ALD,low,evening
traction transformer check on AGC-CNB in the evening a 4h next monday,trd,AGC-CNB,medium,evening
Priority overhead line repair required near Kanpur Central section next thursday in the afternoon,trd,AGC-CNB,high,afternoon
Top priority track patrolling required near Kanpur to Allahabad next saturday,engg,CNB-ALD,critical,unspecified
"Can you schedule schedule a 2 hour rail joint repair during the afternoon on Agra Cantt section, as soon as possible",engg,MTJ-AGC,high,afternoon
"Can you schedule plan traction transformer check on BPL-ET during the afternoon next thursday, high priority",trd,BPL-ET,high,afternoon
need power supply inspection on AGC-CNB next tuesday in the morning,trd,AGC-CNB,medium,morning
"plan relay room maintenance on the Agra-Kanpur stretch during the afternoon next wednesday, immediately",st,AGC-CNB,critical,afternoon
"signal failure attention on CNB-ALD during the morning , immediately next tuesday",st,CNB-ALD,critical,morning
"OHE snag rectification on Kanpur Central section early morning , as soon as possible next thursday",trd,AGC-CNB,high,early_morning
Top priority axle counter testing required near Allahabad to Mughalsarai next monday late at night,st,ALD-MGS,critical,night
"Please a 4h signal failure attention on Mathura to Agra in the afternoon, whenever convenient",st,MTJ-AGC,low,afternoon
"need relay room maintenance on the Bhopal-Itarsi stretch in a week in the evening, routine",st,BPL-ET,low,evening
"Please need level crossing signal check on Kanpur to Allahabad next saturday before dawn, urgent",st,CNB-ALD,critical,early_morning
"Requesting to a 4h telecom cable repair on AGC-CNB next thursday in the morning, an emergency",st,AGC-CNB,critical,morning
Priority power supply inspection required near the Prayagraj-Mughalsarai stretch tomorrow during the afternoon,trd,ALD-MGS,high,afternoon
"Kindly schedule a quick rail grinding in 3 days late at night on CNB-ALD, low priority",engg,CNB-ALD,low,night
"Kindly schedule a 1h feeder cable maintenance day after tomorrow in the evening on BPL-ET, urgent",trd,BPL-ET,critical,evening
"Can you schedule plan pantograph inspection on Allahabad to Mughalsarai today, immediately",trd,ALD-MGS,critical,unspecified
"Requesting to schedule a 2 hour overhead line repair next friday in the pre-dawn hours on near Agra, whenever convenient",trd,AGC-CNB,low,early_morning
"interlocking check on the Prayagraj-Mughalsarai stretch before dawn , low priority a 2 hour tonight",st,ALD-MGS,low,early_morning
"need signal maintenance on New Delhi to Mathura tomorrow late at night, important",st,NDLS-MTJ,high,night
"Can you schedule plan route relay interlocking check on Prayagraj section in the morning next saturday, critical",st,CNB-ALD,critical,morning
"We need to a 2 hour OHE inspection on AGC-CNB next tuesday in the morning, high priority",trd,AGC-CNB,high,morning
"insulator cleaning on New Delhi to Mathura during the afternoon , important a 2h in 3 days",trd,NDLS-MTJ,high,afternoon
Low priority OHE inspection required near the Prayagraj-Mughalsarai stretch next monday in the afternoon,trd,ALD-MGS,low,afternoon
traction motor check on near Prayagraj early morning a 1h tonight,trd,ALD-MGS,medium,early_morning
"We need to schedule a quick catenary wire repair tomorrow on the Agra-Kanpur stretch, low priority",trd,AGC-CNB,low,unspecified
"Requesting to schedule interlocking check next thursday at night on near Agra, critical",st,AGC-CNB,critical,night
"We need to a 3h signal circuit testing on the Kanpur-Prayagraj stretch next saturday late at night, an emergency",st,CNB-ALD,critical,night
"Can you schedule plan interlocking check on near New Delhi in the evening in a week, routine",st,NDLS-MTJ,low,evening
"track patrolling on Kanpur Central section , as soon as possible a 3h next tuesday",engg,AGC-CNB,high,unspecified
"plan rail grinding on NDLS-MTJ overnight today, as soon as possible",engg,NDLS-MTJ,high,night
Please schedule a 4h rail fracture repair this weekend in the morning on ALD-MGS,engg,ALD-MGS,medium,morning
An emergency signal circuit testing required near Ghaziabad section during the morning,st,NDLS-MTJ,critical,morning
Immediately deep screening required near near Bhopal day after tomorrow in the afternoon,engg,BPL-ET,critical,afternoon
"Kindly need feeder cable maintenance on NDLS-MTJ in 3 days during the morning, high priority",trd,NDLS-MTJ,high,morning
point machine repair on Agra Cantt section during the evening in 3 days,st,MTJ-AGC,medium,evening
"Please schedule a 3h signal maintenance during the morning on Mathura to Agra, minor",st,MTJ-AGC,low,morning
Non-urgent traction substation check required near Bhopal to Itarsi tonight in the morning,trd,BPL-ET,low,morning
"We need to need interlocking check on Ghaziabad section in 3 days before dawn, critical",st,NDLS-MTJ,critical,early_morning
"Requesting to rail fracture repair on the Bhopal-Itarsi stretch tomorrow during the afternoon, an emergency",engg,BPL-ET,critical,afternoon
"Please need track inspection on the Prayagraj-Mughalsarai stretch in 3 days during the morning, minor",engg,ALD-MGS,low,morning
track geometry check required near Ghaziabad section next wednesday overnight,engg,NDLS-MTJ,medium,night
"Can you schedule a 2h optical fiber repair on the Agra-Kanpur stretch next thursday during the evening, non-urgent",st,AGC-CNB,low,evening
"We need to a quick signal maintenance on Bhopal to Itarsi next wednesday at night, routine",st,BPL-ET,low,night
"Please a 1h rail welding repair on Kanpur to Allahabad next friday during the evening, minor",engg,CNB-ALD,low,evening
"need level crossing signal check on NDLS-MTJ in a week in the midnight window, immediately",st,NDLS-MTJ,critical,night
Kindly plan OHE inspection on MTJ-AGC in the morning in 3 days,trd,MTJ-AGC,medium,morning
Important relay room maintenance required near Agra to Kanpur next saturday,st,AGC-CNB,high,unspecified
"Requesting to schedule a 1h traction motor check in a week in the afternoon on Agra to Kanpur, high priority",trd,AGC-CNB,high,afternoon
axle counter testing required near NDLS-MTJ next monday during the afternoon,st,NDLS-MTJ,medium,afternoon
"Can you schedule need traction substation check on the Bhopal-Itarsi stretch next wednesday early morning, whenever convenient",trd,BPL-ET,low,early_morning
"Kindly plan route relay interlocking check on near Mathura in the pre-dawn hours in 3 days, low priority",st,MTJ-AGC,low,early_morning
"Requesting to a 2 hour block section telephone repair on Agra to Kanpur next thursday, priority",st,AGC-CNB,high,unspecified
We need to a 2 hour route relay interlocking check on New Delhi to Mathura next friday in the midnight window,st,NDLS-MTJ,medium,night
"Please a 3h signal maintenance on near Agra next wednesday before dawn, immediately",st,AGC-CNB,critical,early_morning
traction substation check required near Kanpur to Allahabad next monday in the afternoon,trd,CNB-ALD,medium,afternoon
"Requesting to need signal cable inspection on the Mathura-Agra stretch next saturday overnight, routine",st,MTJ-AGC,low,night
"relay room maintenance on New Delhi to Mathura , as soon as possible a 4h next wednesday",st,NDLS-MTJ,high,unspecified
"Requesting to a quick overhead line repair on the Kanpur-Prayagraj stretch next friday in the morning, as soon as possible",trd,CNB-ALD,high,morning
"signal maintenance on Allahabad to Mughalsarai at night , routine next saturday",st,ALD-MGS,low,night
"We need to schedule a 3h OHE inspection in a week in the afternoon on near New Delhi, routine",trd,NDLS-MTJ,low,afternoon
"pantograph inspection on the Agra-Kanpur stretch late at night , critical",trd,AGC-CNB,critical,night
insulator cleaning on Mathura to Agra in the evening a 4h in 3 days,trd,MTJ-AGC,medium,evening
"auto tensioning device check on Prayagraj section , important today",trd,CNB-ALD,high,unspecified
"level crossing signal check on Ghaziabad section , low priority a 2h in a week",st,NDLS-MTJ,low,unspecified
"We need to schedule interlocking check tonight in the evening on Allahabad to Mughalsarai, high priority",st,ALD-MGS,high,evening
sleeper replacement on Itarsi section during the afternoon a 4h today,engg,BPL-ET,medium,afternoon
"We need to plan feeder cable maintenance on New Delhi to Mathura in the morning this weekend, priority",trd,NDLS-MTJ,high,morning
schedule a 2h track geometry check next tuesday during the afternoon on Allahabad to Mughalsarai,engg,ALD-MGS,medium,afternoon
"track tamping on ALD-MGS in the morning , important a 3h in 3 days",engg,ALD-MGS,high,morning
"Kindly plan signal failure attention on CNB-ALD in the evening next wednesday, priority",st,CNB-ALD,high,evening
"Kindly need power supply inspection on Agra to Kanpur next tuesday in the pre-dawn hours, as soon as possible",trd,AGC-CNB,high,early_morning
"signal circuit testing on near Prayagraj next thursday, priority",st,ALD-MGS,high,unspecified
"Can you schedule a 4h signal failure attention on Mathura to Agra next friday in the morning, immediately",st,MTJ-AGC,critical,morning
"level crossing signal check on Prayagraj section during the morning , an emergency a 4h next friday",st,CNB-ALD,critical,morning
"Please need broken rail repair on Itarsi section next friday during the evening, priority",engg,BPL-ET,high,evening
"We need to schedule a 1h traction substation check next tuesday on Bhopal to Itarsi, top priority",trd,BPL-ET,critical,unspecified
"Can you schedule need track geometry check on Agra Cantt section tomorrow early morning, routine",engg,MTJ-AGC,low,early_morning
sleeper replacement on New Delhi to Mathura a quick next wednesday,engg,NDLS-MTJ,medium,unspecified
plan signal failure attention on Allahabad to Mughalsarai during the evening in 3 days,st,ALD-MGS,medium,evening
"auto tensioning device check on near Mathura , minor today",trd,MTJ-AGC,low,unspecified
Priority track geometry check required near CNB-ALD next tuesday before dawn,engg,CNB-ALD,high,early_morning
plan rail fracture repair on near Mathura early morning,engg,MTJ-AGC,medium,early_morning
"Requesting to need bridge inspection on Kanpur to Allahabad next friday in the evening, top priority",engg,CNB-ALD,critical,evening
"insulator cleaning on the Mathura-Agra stretch early morning , low priority a 2 hour",trd,MTJ-AGC,low,early_morning
"Kindly plan insulator cleaning on MTJ-AGC in the pre-dawn hours next tuesday, priority",trd,MTJ-AGC,high,early_morning
"plan point machine repair on MTJ-AGC at night next friday, low priority",st,MTJ-AGC,low,night
point machine repair required near the Pandit Deen Dayal Upadhyaya Jn section next wednesday in the afternoon,st,ALD-MGS,medium,afternoon
"rail joint repair on near Kanpur during the evening , critical a 2h next monday",engg,CNB-ALD,critical,evening
"Requesting to plan OHE inspection on near New Delhi in the evening next friday, urgent",trd,NDLS-MTJ,critical,evening
Low priority route relay interlocking check required near Mathura to Agra in the pre-dawn hours,st,MTJ-AGC,low,early_morning
"Can you schedule schedule a 4h rail welding repair this weekend late at night on Mathura to Agra, as soon as possible",engg,MTJ-AGC,high,night
"Please plan track patrolling on near Mathura before dawn next monday, as soon as possible",engg,MTJ-AGC,high,early_morning
"Please a 2 hour track geometry check on Allahabad to Mughalsarai this weekend in the midnight window, asap",engg,ALD-MGS,critical,night
"Please a 1h block section telephone repair on the Kanpur-Prayagraj stretch during the afternoon, non-urgent",st,CNB-ALD,low,afternoon
"Kindly plan telecom cable repair on near Agra in the afternoon next tuesday, urgent",st,AGC-CNB,critical,afternoon
need signal maintenance on New Delhi-Ghaziabad stretch next thursday,st,NDLS-MTJ,medium,unspecified
"Requesting to schedule a quick OHE wire tensioning next tuesday in the pre-dawn hours on Ghaziabad section, minor",trd,NDLS-MTJ,low,early_morning
OHE inspection on Allahabad to Mughalsarai overnight a 2h,trd,ALD-MGS,medium,night
"OHE snag rectification on the Kanpur-Prayagraj stretch , routine a 2h today",trd,CNB-ALD,low,unspecified
"Can you schedule schedule a 3h telecom cable repair next monday on Mathura to Agra, important",st,MTJ-AGC,high,unspecified
"Requesting to need signal circuit testing on near Kanpur this weekend in the morning, as soon as possible",st,CNB-ALD,high,morning
"Kindly schedule signal cable inspection today at night on near Mathura, as soon as possible",st,MTJ-AGC,high,night
"Please telecom cable repair on the Pandit Deen Dayal Upadhyaya Jn section next tuesday in the afternoon, priority",st,ALD-MGS,high,afternoon
"Can you schedule plan block instrument check on the Prayagraj-Mughalsarai stretch overnight next monday, critical",st,ALD-MGS,critical,night
"Kindly schedule a quick track patrolling in 3 days in the afternoon on the Pandit Deen Dayal Upadhyaya Jn section, asap",engg,ALD-MGS,critical,afternoon
need deep screening on near Mathura next friday,engg,MTJ-AGC,medium,unspecified
"Can you schedule a 3h OHE snag rectification on the Agra-Kanpur stretch next wednesday during the morning, whenever convenient",trd,AGC-CNB,low,morning
High priority rail joint repair required near Agra Cantt section in 3 days,engg,MTJ-AGC,high,unspecified
"Kindly plan rail welding repair on near Agra in the afternoon next thursday, urgent",engg,AGC-CNB,critical,afternoon
circuit breaker testing required near NDLS-MTJ in 3 days early morning,trd,NDLS-MTJ,medium,early_morning
"insulator cleaning on the Pandit Deen Dayal Upadhyaya Jn section in the evening , urgent a 2 hour day after tomorrow",trd,ALD-MGS,critical,evening
"traction substation check on the Mathura-Agra stretch , high priority a 2 hour day after tomorrow",trd,MTJ-AGC,high,unspecified
"Requesting to need track patrolling on the Mathura-Agra stretch next wednesday in the evening, non-urgent",engg,MTJ-AGC,low,evening
"Can you schedule need overhead line repair on New Delhi to Mathura in a week, priority",trd,NDLS-MTJ,high,unspecified
"Kindly schedule a quick OHE wire tensioning next thursday on the Prayagraj-Mughalsarai stretch, non-urgent",trd,ALD-MGS,low,unspecified
"We need to schedule circuit breaker testing next saturday in the evening on Kanpur to Allahabad, top priority",trd,CNB-ALD,critical,evening
Requesting to need optical fiber repair on the Agra-Kanpur stretch next saturday during the morning,st,AGC-CNB,medium,morning
Whenever convenient block instrument check required near NDLS-MTJ this weekend in the evening,st,NDLS-MTJ,low,evening
As soon as possible OHE snag rectification required near near Agra next friday during the afternoon,trd,AGC-CNB,high,afternoon
"formation strengthening on near Bhopal in the evening , as soon as possible a 3h next friday",engg,BPL-ET,high,evening
Non-urgent traction transformer check required near ALD-MGS next monday,trd,ALD-MGS,low,unspecified
Can you schedule need OHE snag rectification on Agra Cantt section next tuesday,trd,MTJ-AGC,medium,unspecified
"rail grinding on BPL-ET in the midnight window , low priority a 4h next saturday",engg,BPL-ET,low,night
As soon as possible relay room maintenance required near CNB-ALD next saturday,st,CNB-ALD,high,unspecified
"Can you schedule need insulator cleaning on Agra Cantt section this weekend early morning, important",trd,MTJ-AGC,high,early_morning
"signal maintenance on Mathura to Agra during the evening , non-urgent a 3h tonight",st,MTJ-AGC,low,evening
Critical track patrolling required near Mathura to Agra next monday,engg,MTJ-AGC,critical,unspecified
"bridge inspection on near Bhopal during the evening , an emergency a 2h tonight",engg,BPL-ET,critical,evening
"We need to plan track tamping on Mathura to Agra during the afternoon today, as soon as possible",engg,MTJ-AGC,high,afternoon
schedule a 2 hour signal maintenance this weekend during the morning on Allahabad to Mughalsarai,st,ALD-MGS,medium,morning
"Kindly need track inspection on CNB-ALD next tuesday late at night, minor",engg,CNB-ALD,low,night
"pantograph inspection on Prayagraj section late at night , critical a 3h next saturday",trd,CNB-ALD,critical,night
"schedule a 2 hour rail welding repair this weekend in the midnight window on BPL-ET, minor",engg,BPL-ET,low,night
"We need to plan track circuit fault on the Mathura-Agra stretch during the morning day after tomorrow, high priority",engg,MTJ-AGC,high,morning
Can you schedule need traction motor check on MTJ-AGC in 3 days during the morning,trd,MTJ-AGC,medium,morning
Can you schedule plan ballast renewal on Kanpur to Allahabad in the midnight window next wednesday,engg,CNB-ALD,medium,night
"Can you schedule a 4h pantograph inspection on Mathura to Agra next friday in the afternoon, priority",trd,MTJ-AGC,high,afternoon
Asap signal circuit testing required near CNB-ALD this weekend in the pre-dawn hours,st,CNB-ALD,critical,early_morning
"Please a 1h overhead line repair on Bhopal to Itarsi next saturday late at night, non-urgent",trd,BPL-ET,low,night
Immediately circuit breaker testing required near near Agra in 3 days in the midnight window,trd,AGC-CNB,critical,night
"schedule circuit breaker testing tonight on New Delhi-Ghaziabad stretch, an emergency",trd,NDLS-MTJ,critical,unspecified
